,search,title,date,body
41,Global Core,Core may soon travel abroad,9 December 2011,"BY SHAYNA ORENS Columbia Daily SpectatorIt might not be long before Columbia students are reading Rousseau in France, Don Quixote in Spain, or maybe even both in Japan. An initiative to bring Core Curriculum classes taught by Columbia professors to study abroad locations is underway in the Office of Academic Affairs. ""The idea has floated around for a while,"" Dean of Academic Affairs Kathryn Yatrakis said. ""It's taking more of a shape.""This initiative could potentially create sections of Lit Hum, CC, Art Hum, and Music Hum abroad, making it easier for Columbia College students to study abroad before their junior years. Brenda Salinas, CC 'l2, spent last fall in Paris and said she feels that offering Lit Hum or CC abroad might relieve a lot of pressure for Columbia students who struggle to finish core requirements prior to study abroad. ""It would be great to do it early on. Being in a different context made me think about what I really wanted to do anda semester away from Columbia made me more engaged when I came back,"" Salinas said. She added that for this initiative to make sense, faculty must keep certain factors in mind. ""I think they should take each different place into account and say, 'How can we use the core in this place to get the most out of it?""' Salinas said. But other students said they weren't sure about taking the Core on the road.""It's a stress to get all the core requirements done and also go abroad,"" Katherine Marshall, CC 'l2 said. ""But if it lets more people go abroad, it's a good thing. In terms of how it would enhance the experience, it's a logical disconnect for me."" Marshall said she feels that the curriculum would need to somehow ""align with the cultural context"" to make sense. Yatrakis, however, said that putting the core in a different cultural context might make all the sense in the world.""I think it could mean an even richer experience of combining what has been the intellectual signature of Columbia College, which is the Core, with a new and very different educational and pedagogical experience that students would have in a different culture, even possibly in a different language,"" Yatrakis said. Gillian Rhodes, CC 'l2, is a dance major and spent last year at Columbia's study abroad center in Paris, Reid Hall. She said that she only took the classes atReid Hall that were required and spent the majority of her time immersing herself in the vibrant dance culture of Paris. ""I really wanted to experience life and culture and not get too involved in academics,"" Rhodes said. ""I'm not convinced that I would have taken core classes had they been offered."" According to Yatrakis, the potential for cultural enrichment works both ways. 'You could even imagine, and I think this is very exciting for the faculty, that you teach a coreclass, but in addition, you would co-teach a class with a colleague in the local university—a course that you designed collaboratively,"" Yatrakis said. 'You trade ways of teaching and intellectual viewpoints, and you share this with students of both countries."" Yatrakis said she doesn't dismiss the idea of bringing classes like CC to locations where the texts are not as culturally relevant. She said that it would be interesting to critically analyze Western texts from another perspective, just as it would beacademically stimulating to be immersed in a culture while taking Global Core classes. ""It would be so interesting to have a Global Core class taught by someone familiar with East and West perspectives,"" Yatrakis said. As for now, the initiative is beginning to solidify. ""It's just the beginning of this conversation,"" Yatrakis said. ""But a number of professors have said that this is an idea worth pursuing."" news@columbiaspectator.com""You trade ways of teaching and intellectual viewpoints, and you share this with students of both countries."" —Dean of Academic Affairs Kathryn Yatrakis"
42,Global Core,Fifth-year study abroad program to be offered next fall,18 January 2012,"BY MELISSA VON MAYRHAUSER Spectator Senior Staff WriterSeniors graduating this May will have the chance to spend a fifth year in school, traversing Columbia's network of seven global centers and doing research projects. Up to 10 students could be accepted to the new Fifth-Year Fellows program, which will emphasize the liberal arts over career specialization. The price tag for the program will be roughly $40,000, although admission is need-blind and there will be financial aid. Between October and March, participating students will spend time at several of Columbia's global centers—located in Nairobi, Beijing, Paris, Istanbul, Santiago, Amman, and Mumbai—depending on their research interests. Theprogram, which is open to students in Columbia College, the School of Engineering and Applied Science, and the School of General Studies, will be bookended by on-campus seminars in September, April, and May. Vice President for Global Centers Ken Prewitt, who worked on the program with history professor Charles Armstrong, anthropology professor Rosalind Morris, and English professor Gayatri Spivak, said the program is part of the University's effort to res-, spond To' glbbalizatibri by internationalizing its educational program. ""The global centers themselves are a platform to help facilitate, in effect, a new educational philosophy for the conditions of the 21st century,"" Prewitt said. According to Morris, part of that international philosophy isproviding a strong liberal arts education, rather than beingtoo concerned with career competitiveness. Fifth-year fellows will receive a certificate at the end of the program, not a degree. ""We do not think of it as mere job training, and we do not think of education as that which is limited to market value,"" Morris said in an email. ""For those who are only interested in enhancing their capital for the market, this is probably not a good program."" Morris added that fifth-year fellows will use the year abroad to evaluate the Core Curriculum, and that their feedback on the Core might impact the way professors teach it to future students. ""[The program] is also intended as a vehicle through which [the Core] curriculum can be re-activated,"" Morris said. ""It will also help us to reflect on the relevance of the Core, so that wecan consider ways of enhancing it."" Students said the program could be a chance to internationalize and add depth to their Core experiences. ""I think the program's international travel is interesting because a lot of the Core is Western-based,"" Allison Scott, CC 'l5, said. ""They have Global Core, but it's not really that much outside the West."" Kofi Opoku, SEAS 'l4, said the ability to study at different global centers would be a welcome ""addition to the Global Core. ""If they'll find a way to incorporate [the program] into the Core, I think that a lot of people will take advantage of that,"" Opoku said. Some students, though, are worried that the program would just force them to put off findinga post-graduation job, especially in a time of economic uncertainty. Adwoa Banful, CC 'l3, said that she would consider participating in the program, but only if she could also remain focused on her career. Columbia, she added, might help interested students do that. ""Let's say they could work with CCE [the Center for Career Education] to get people on track to getting a job after they finish so that it's not neglected—justso people would be a little less concerned about what happens after,"" she said. Administrators have not yet released detailed information about the cost of the program, and some students are questioning whether paying tens of thousands for a fifth year of liberal arts education is worth it. Prewitt, in a Bwog comment that he confirmed he wrote last month, rejected the idea that the program is a Columbia scheme to make money. ""If you actually believe that [the University] paying allexpenses for a year overseas ... can, at s4ok a person, make a profit, we haven't educated you very well,"" Prewitt wrote. Prewitt also clarified that qualified students will receive financial aid from the University, possibly for plane tickets, food, and housing. ""We don't want this to be a program only for those with the luxury to afford it,"" Armstrong said. ""We just haven't gotten into quite the nitty gritty of where this aid would go."" melissa.vonmayrhauser @columbiaspectator.comGLOBETROTTING I VP for Global Centers Ken Prewitt helped design the fifth-year program."
43,Global Core,"STAFF EDITORIAL New committee, new power structure",15 February 2012,"New committee, new power structureIn a Spectrum interview last Thursday (""Your daily dose of Deantini,"" Feb. 11), Columbia College Interim Dean James Valentini hinted at the creation of an Educational Policy and Planning Committee as recommended by the Task Force on Undergraduate Education in its April 2009 report. According to the report, the EPPC would be formed with ""the belief that undergraduate liberal arts education is a central mission of the Arts and Sciences at Columbia."" The report justifies its recommendation by stating that the University has ""historically lacked a well-established institutional structure"" to plan for undergraduate education, graduate instruction, and faculty development ""in relation to one another."" Almost two years after the report was published, it is encouraging to see that the University is finally looking to implement the TFUE's recommendations and concretely address what seems to be a valid concern. Recent events such as the resignation of former dean Michelle MoodyAdams and professor Andrew Delbanco's lecture regarding the status of Columbia College appear to validate the task force's concerns. Both events indicate that the University needs to improve the manner in which it handles administrative processes. When handled well, administrative woes should not distract from the University's primary educational and research mission. This year at least, we have focused on the administration too much. Thus we welcome the decision on the part of the Faculty of Arts and Sciences as recognition of major concerns that have repeatedly distracted the University from its primary mission. We acknowledge that there has been no official word on how the committee will function or what its powers will amount to. However, the proposed structure of the committee gives reason for pause. If the report's recommendations are fully carried out, the committee would include the vice president of FAS, dean of CC, dean of the School of General Studies, dean of the Graduate School of Arts and Sciences, chair of the Committee on the Core, chair of the Committee on Global Core, and chair of the Committee on Instruction for SEAS. Finally, the vice president of FAS will appoint a faculty chair and three additional members of the faculty. We take issue with having the vice president of FAS appoint all four faculty members of the committee. Vice President Dirks unquestionably has the right to sit on the committee himself, and we recognize that he has a level of faculty perspective as a professor of anthropology. However, we believe that his expansive role as an administrator, and the multiple interests he must balance, present a conflict when making decisions that should, ideally, most benefit the curriculum. His influence should therefore be balanced by, rather than be superior to, his fellow faculty members. If the committee is to have significant influence over the faculty members, it is only just that they directly select their representatives, rather than surrendering that authority to the vice president of FAS. We are also uneasy about the lack of student involvement, but we acknowledge that it is difficult to comment without knowing more about the extent of the committee's powers. We are glad to see, however, that Dean Valentini has indicated support for including students. There is positive potential for the EPPC to be a solution to a wide variety of problems that have put the administration at odds with the students and the faculty. However, the proposed appointment structure is an unnecessary and counterproductive centralization of authority in the office of the vice president of FAS. In the past semester, faculty members have raised their voices and have shown us more than ever before that they want more control over the leadership and direction of the University. We ought to give them a direct stake when there are new power structures being put in place."
44,Global Core,They're shooting at us,16 February 2012,"I got into a fight in class last week. In four years, I've had my share of disagreements, academic and otherwise— I've smiled agreeably through the Marx sessions of Contemporary Civilization, and as editor-in-chief, I defended 132 editions of Spectator from charges of racism, sexism, and plain old dishonesty. I didn't think an objectionable point about forms of government had the power to raise my hackles. But I've never swung like that before at Columbia. I argued dirty. I was out for blood. I may have invented a piece of French history. What got into me? Maybe it was a little Light Blue spirit. For decades, even as our financial and academic fortunes have waned and then waxed again, Columbia has distinguished itself among prominent American universities for its students' and faculty's unceasing eagerness to leap into the fray and fight the issues of the day. What Vietnam and civil rights were to the 1960s here was apartheid in the 1980s, expansion in 2006, and ROTC in 2011. When Jim Gilchrist, the border security activist, appeared on campus six years ago, protesters stampeded him off the stage, leading to a physical brawl between supporters and opponents of his controversial message. He recently declined to make a return visit. ""It seems pointless to speak to a campus where witch-hunters of free speech so often dictate, through intimidation and disruption, who will be allowed to participate in liberty and who will not,"" he wrote. Gilchrist probably decided that he couldn't garner enough attention for himself at Columbia, not that it was time to make a sacrifice for freedom. But the point stands: Do we, in our endless internecine fights over politics and identities and colonies and wealth, make things better? Five years ago, seven students and one professor stopped eating for over a week to change the study of global cultures here. The Global Core remains an insubstantial appendage to the undergraduate curriculum. For half a decade, students, alumni, local residents, and faculty who opposed the Manhattanville campus mounted a massive campaign to limit the University's ambitions. They failed. Was it all worth it? Henry Coleman was an administrator at Columbia from 1958 to 1979. The second most significant moment in his lengthy tenure was the Tuesday afternoon when a student, thought to have been a sophomore who had been suspended for bad grades, brought a gun into Hamilton Hall and shot Coleman six times in his chest, arm, andjaw. Regardless of how we judge the hunger strikers, antiexpansionists, or even the 1960s campus occupiers, we acknowledge that they fought for something greater than themselves and their own interests. But a good cause isn't always enough. In fall 2009, the College Republicans invited Geert Wilders, a Dutch politician who had faced international censure for his opposition to the Muslim faith, to speak on campus. The College Republicans were promised that Wilders would discuss free speech, not religion. They were misled. In front of a tensely quiet room, Wilders said some of the most profoundly offensive things I've had the misfortune to hear at Columbia. Members of the audience who tried to challenge him in the Q&A were cut off. Wilders' appearance sparked a small firestorm of debate about anti-Islamic prejudice and European immigration. Nobody on any side learned anything that fall, except perhaps for man's capacity for inhumanity toward his fellow man. What was launched in the good cause of free speech had ended in a ridiculous show and a fight. That said, while I'll try to keep my cool in class, I can't condemn those of you who wage wars between Broadway and Amsterdam. We are animated today by the memories of fights past. With a cohort of intelligent, engaged students, brought together with brilliant faculty, rich tradition, and history, a good cause produces something greater than the sum of the parts. And I have to think that when classroom chatter turns heated, it's because we are aware of how hard our forebears here fought for what they believed in. We have an unspoken sense that what we say, do, and think matters because of them. In late 1814, as British troops burned the White House and an invasion of New York seemed imminent, a group of Columbia College students and alumni organized to protect the city. Marching north from Columbia's 19th-century campus on 49th Street, the volunteers fortified a part of northern Manhattan that was then called Harlem Heights. Near the dawn of the 20th century, Columbia would move uptown to the site its graduates had.defended 90 years before. A group of SEAS faculty, with no medical training, put Coleman into a borrowed station wagon and drove him to St. Luke's Hospital. He survived. The campus emergency medical squad that got its first vehicle that day is now known as CAVA. And even after a group of student radicals took him hostage in April 1968, Coleman still saw to it that they got into law school. Perhaps, someday, we'll lay down our arms. Samuel E. Roth is a Columbia College senior majoring in history and political science. He is a former Spectator editor-in-chief We Are Not Alone runs alternate Thursdays.SAMUEL E. ROTH We Are Not Alone"
45,Global Core,The Canon,7 March 2012,How should non-Western traditions feature in the Core Curriculum? Is the Global Core adequate?
46,Global Core,STAFF EDITORIAL Extending our Core,7 March 2012,"Extending our CoreRecently, administrators, faculty members, and alumni have been discussing a broadbased fundraising initiative to endow the Core Curriculum. Although the endowment could aim to stabilize the Core in the long term, the practical uses of the money are still up for debate. As talks continue, we should not only focus on strengthening the Core financially, but also look to augment the curriculum itself. One obvious objective should be improving the Global Core requirement. The main goal of the Core Curriculum is to give us a foundation in Western thought and, through an exploration of the Western canon, allow us to better understand and interact with the modern Western world. Still, we should engage with non-Western thought on an equal footing so as to challenge established Western beliefs and begin to acquire an ability to interact with an increasingly globalizing world. The Global Core should—as a counterpart to the rest of the Core—provide a foundation in non-Western thought. The Global Core was introduced in 1988 as the Major Cultures requirement, after professor William Theodore de Bary released his report on the Core Curriculum. Although de Bary recommended a seminar format, the Major Cultures requirement consisted mostly of lecture classes in specific departments. With the infamous hunger strikes of 2007, students sought to amend the flawed Major Cultures requirement, and the administration promised to look into reforming it into a single mandatory seminar class. In 2008, Major Cultures was renamed the Global Core, yet the ""extended core"" remained as flawed and ineffective as before. The current Global Core is superficial and peripheral in nature. Rather than seeking to provide an alternate foundation to challenge Western thinking, it offers disparate and de-partment-oriented courses, such as Salsa, Soca, and Reggae, alongside broader classes like Asian Humanities. Unlike the foundational Western courses of the Core Curriculum, the vast majority of courses that fulfill the Global Core requirement do not draw from a body of classical works that underpin a mode of thinking. They do not provide the foundation that a core class should. ""That's what is the trouble with the present Global Core: it's too indiscriminate,"" de Bary told Spectator. ""It's all over the place. It has no core. It has a specious globality, but it has no core."" While logistical hurdles prevent the Global Core from being as extensive as the Western | core, which extends to literature, philosophy, art, and music, the Core Curriculum would benefit from a non-Western equivalent of the Core's flagship course, Contemporary Civilization. The Global Core should seek to provide a foundation in non-Western political thought parallel to CC, laying a groundwork for an exploration of nonWestern cultures and providing an alternative to Western thought, along with cultures that draw from the intersection of the West and the East. A class modeled after Asian Humanities is readily available and would provide that groundwork. We must also acknowledge that the nature of such a course might be limited and imperfect. As de Bary noted, the very nature of a civilization is a recent construct. Yet more practically, a core class is limited to the study of literary texts and not all civilizations are based in literary traditions. In de Bary's view, the two traditions that should feature in the Core are the Western tradition and the Eastern tradition—that of East Asia, South Asia, and the Middle East—because they have developed out of ""literary civilizations."" We do not reject the value of non-literary traditions, nor do we see them as inferior. Rather, the literary nature of the modern university limits us to literary scholarship. To carry out an exploration of non-literary cultures is simply not feasible as part of a core, as it would require an entirely new course structure. A natural question arises: What about a LatinAmerican or African canon? Given that we do not have access to classical literary artifacts from Latin America or Africa, there are inherent problems in constructing these canons. Yet if we can understand both the fundamentals of Western and Eastern thought, we have the capability to better explore most cultures and schools of thought in the modern world. With a Global Core seminar modeled after Asian Humanities, the principles of the Core would be preserved. As with Lit Hum and CC, every student would be taking the same class designed to spark discussion and a common experience, a characteristic essential to the Core. Furthermore, the class would provide a ""core"" of knowledge, rather than random, auxiliary classes, as the Global Core does today. By providing a foundation in the Eastern canon, the Global Core would provide a basis for all students to understand that there are alternatives to Western thinking. Creating a centralized, uniform Global Core may seem daunting given administrative considerations, but given the increased attention being paid to the Core as the foundation of the Columbia College experience, it is a possibility. More specific details, such as when the course would be taken, how many semesters it would be, and whether it would be separated into several courses, would have to be fleshed out. But as undergraduates, we recognize the constant need to rethink the structure of the Core. With an endowment for the Core on the horizon, it is time to think about its global component."
47,Global Core,Argue but obey,7 March 2012,"Wasif Jawhariyeh was born in Jerusalem in the late Ottoman period, at a time when the city was incredibly dynamic, with Christians, Jews, and Muslims living in a symbiosis almost unimaginable given today's tense geopolitical climate. French, English, and German missionaries, administrators, and businessmen had become part of a newfangled landscape of tramways, automobiles, and telephone poles. From this ooze of proto-glo-balization, Wasif, the son of a prominent Eastern Orthodox community leader and lawyer, emerged to become one of Palestine's preeminent lute players. His unique ability to incorporate Western rhythms and melodies into his masterful performances earned him widespread recognition and acclaim. At age nine, Wasif entered a Lutheran school where he was instructed in Arabic grammar, arithmetic, and Bible recitation. He then went on to the Dusturiya National School, where he learned English, French, and Turkish, and took a course designed to introduce the Quran to Christians. Switching schools once more, he mastered the English language. Having completed his education on the eve of World War I, Wasif entered cosmopolitan Jerusalem with a firm grasp of the many cultures that colored the dynamic city. This account has stuck with me because it feels so modern in its premise. It is humbling to realizethat notions of a ""global"" education are at least a century old, if not plainly inherited from more ancient traditions. Yet despite the timelessness of such pursuits, we continue to remain uncertain as to the purpose of a global education and the form it should take. Wasif, vacillating between numerous languages, intellectual traditions, and institutions of learning, was seemingly on sure footing as he and his contemporaries pursued their educations. We seem to lack the same fortitude—at once compelled to seek a global outlook, but also uncomfortable with embracing foreign perspectives. The uncomfortable middle ground we occupy, with all its intellectual pitfalls, is endemic to the American university. Diagnosing why we are in this predicament is a difficult task, but one aspect of Wasif's experience explains his cosmopolitan education. At the time of his upbringing, many trappings of the nationstate had not yet reached the Middle East A central characteristic of the nation-state is its use of education as a tool to craft a national ideology in order to form a loyal citizenry. In the late Ottoman Empire, identity and ideology were determined organically, and at ground level, no one tradition was privileged through channels of hierarchical political ordering. As a result, Wasif and his contemporaries had total latitude to constitute their identities through a multi-faceted education. In the Jerusalem of long ago, the default position of education was one where the individual was expected to pursue learning through multiple traditions in order to enable fruitful interactions in multicultural communities. In present-day America, we are pushed to learn a single privileged tradition before all others. This condition is unavoidable, at least untilsomeone figures out how to float Columbia on the high seas, relocate it to the Antarctic, or jettison the campus into orbit It is fruitless to imagine that a Global Core, however well articulated or rich in its offerings, could counteract the deep structures of education in the modern nation-state. Nor should we go so for as to say that the idea of a distinctly American education is defunct, despite its strictures. A strong, cohesive national identity is a necessity for collective action, even in a globalized world. If anything, the Global Core, the process of learning non-Western traditions, ought to remind us that our educations should be of the ideologically freewheeling type that Wasif was privileged to enjoy. The Global Core goes some way toward satisfying this need. But it is simply not in the interest of the University or the nation at large to give Western and non-Western perspectives equal billing. A neutral education is the most Utopian of dreams. Despite all of this, there is something wonderful and redeeming about the fact that we are even asking the question. It speaks to both the accommodating nature of American identity and to the intellectual courage of our university. It is unlikely that Columbia will definitively resolve the question of how to feature non-Western traditions at the institutional level. This is probably because it is impossible to return to the freedom of thought that existed before the arrival of modern political realities. Even Kant, a stalwart for intellectual freedom, concedes that in the face of sovereign power, ""Argue as much as you want and about what you want, but obey!"" Esfandyar Batmanghelidj is a Columbia College sophomore. He contributes regularly to The Canon.ESFANDYAR BATMANGHELIDJ"
48,Global Core,The core of Global Core,7 March 2012,
49,Global Core,Inconsistent West,7 March 2012,"BY FELICIA BISHOPThis campus consistently proves hostile to students and faculty members who resist the pedagogy that undergirds Western-based curricula. Instead of critically engaging with the material presented at the recent CCSC Core forum, /for example, one Contemporary Civilization professor assured his class that the dissenters ""just don't understand the purpose of the Core."" Although this dismissive response is white noise to activists who organize around the idea of intellectual violence, I want to take the time to unpack the conceptions of power and hierarchy that enable it, and, more importantly, the pedagogical inconsistencies it reveals. We need to begin conceptualizing and discussing education as a means ofboth preparing and disciplining bodies and minds for a particular social, political, and economic landscape. When we begin to understand education as a means of induction, the politics of inclusion becomes more charged. Chosen material is marked as valuable in these processes of preparation and discipline. What is excluded, then, must either be irrelevant or dangerous. ""This is a course on Western Civilization, so it makes sense that other people aren't included,"" one student at the forum concluded. What I don't understand is how intellectuals trained in the Western intellectual tradition are systematically excluded or, perhaps worse, rendered optional. Albert Memmi, Richard Delgado, Toni Morrison, Audre Lorde, Catherine Mackinnon, James Baldwin, Zora Neale Hurston. These intellectuals have made foundational artistic and philosophical contributions to Western thought They were trained in Western schools. To exclude them is to attempt to preserve an obsolete conception of the 'West"" that was achieved through suppression and oppression. What people just don't understand is that the 'West"" is a conceptual construct much like any other, attempting to delineate—in a classed, gendered, and racialized way—who belongs and who doesn't We've come to that critical point though, where the West"" is denying the very intellectuals and thought it has created. This brings me to my critique of the Global Core. Its not surprising, to begin with, that courses focusing on marginalized identities of the West do not fulfill the requirement African-American, Asian-American, and Latino-centered courses don't satisfy our growing global and cultural fetishism. To write these people of the Americas into the Core, in any capacity, would begin to problematize the very binary between West and non-West that it aims to sustain. These kinds of inconsistencies need to be more ardently critiqued. How, then, do we richly and critically engage with ""non-Western"" traditions? I do think we should remain faithful to the design of the Core in our engagements. Literature and philosophy should be the realms in which we rigorously work through other global traditions. Thinking that African Art achieves what CC or Lit Hum does is to suggest that foundational literary and philosophical canons can be replaced by any kind of cultural exploration. There is a reason CC is the linchpin of our education, one of the most academically celebrated elements of who we are as a university. That the Global Core is framed, and often understood, as a ""cultural"" venture reproduces the power dynamics that it is purportedly meant to disrupt An authentic commitment to rigor and respect would mean entirely redesigning the Core to include a series of sequences that mirror Lit Hum and CC for nonWestern intellectual traditions. The shortcomings of the Global Core cannot be addressed by alteration alone. It means re-conceptualiz-ing the idea of the West to make it representative of the people and thought it actually includes. It means being honest about how the 'West"" has changed and who is responsible for these changes. It means recognizing cultural voyeurism as reproducing asymmetrical power dynamics. It means giving power and resources to marginalized and underfunded departments. It means recognizing that the suggestion we ""just don't"" understand the purpose of the Core is really a way of preserving intellectual hierarchies and dangerously depoliticizing our educations. The author is a Columbia College senior majoring in African-American studies and sociology. She is the former president of the Black Students Organization."
50,Global Core,10 THINGS YOU SHOULD KNOW ABOUT THE GLOBAL CENTERS,30 March 2012,"1. Columbia launched its first two global centers in Amman, Jordan and Beijing, China in March 2009. 2. The Beijing Center has not had a director since Xiao Geng stepped down in mid-2011, but administrators are actively searching for one. The center received over 100 applications and now has a short list of about half a dozen finalists. 3. University President Lee Bollinger told Spectator that Columbia is considering opening a global center in West Africa. Vice President for Global Centers Ken Prewitt mentioned Dakar and Johannesburg as possible locations for an Africa center in January. 4. In most cases, a new global center has both a launch ceremony and an opening ceremony. A launch establishes ties with the regional community and government, and those relationships are formalized during the opening ceremony. The Nairobi center's launch was in February, but it has not officially opened yet. 5. Columbia originally considered Sao Paulo before choosing Rio de Janeiro as the site of its Brazil global center. ""We started in Sao Paulo, the financial capital and increasingly the cultural capital, and we were encouraged, but nothing specific came out of those conversations,"" said Thomas Trebat, who will soon become the Rio de Janeiro center's first director. Nairobi global center director Belay Begashaw said that because of the center, African leaders are turning to Columbia scholars rather than the International Monetary Fund and the World Bank for economic advice. 7. The average cost of running eight centers is $6-7 million per year, according to Prewitt. Some administrators have suggested that the global centers could become part of Columbia's Global Core curriculum. As Prewitt said, ""I think the Core questions are the right questions, but I don't think you can understand them if you only understand them in the Western tradition."" 9. The Amman global center, which received its 45,000-square-foot building from the Jordanian king and queen, faced a shake-up during the Arab Spring. ""We are already now dealing with a prime minister and several ministers who are different from the ones we started working with,"" Prewitt said. 10. ""The number of alumni who have attended events at the centers is more than 2,000,"" Prewitt said. ""That was 0 in 2008.""I GRAPHIC BY YUMA SHINOHARA AND MELISSA VON MAYRHAUSER"
51,Global Core,Help nominate the new Columbia College dean,11 April 2012,"BY ALEX JASIULEKNow that the time has come to select a new dean of Columbia College, I urge students to participate in the process. We need more than transparency during the committee's search. It is students' responsibility to give critical feedback in the process. Austin Quigley was the dean of Columbia College for 14 years, and whichever dean is chosen could last as long if not longer in that position. We currently have until April 15 (half a week) to produce a list of candidates from which the committee will appoint a dean that could be here long after we have graduated and gone off into the world as alumni. Being complacent is not an option since our previous dean, Michele Moody-Adams, resigned due to upcoming changes that she deemed would ""compromise the college's academic quality and financial health."" As current students invested in the long-term health of our school, we must nominate. As issues arise over the next years like the Core Curriculum endowment, physical expansion, and other changes that we can only speculate about, it is important that we have a dean who is willing to go to bat for students on the most important issues. If students do not participate in the process, then it is very likely that there will be a shortlist of candidates who are not willing to dissent against the central administration. When making my nomination, I expect the candidate to understand the diverse interests of students on campus and be critically engaged with the academic experience of undergraduates. My candidate will push for a Core that interrogates the notion of western civilization and global history in an era that fundamentally challenges those categories. This naturally must be coupled with support of a more dynamic and structured Global Core. My candidate will support greater emphasis on marginalized studies like ethnic, African-American, women and gender, etc. My candidate will not sit idly by when student privacy is violated by the New York Police Department or when issues of the college's long-term health arise. Lastly, my candidate will demand ethical expansion both in Harlem and around the globe as the University continues to grow. These issues matter to me as a student havingwitnessed the ongoing hate between Columbia College students and those at Barnard, General Studies, and School of Engineering and Applied Science, as well as the many bias incidents in the past years and community agitation over labor and land disputes. Students need to have a stronger background in social sciences and identity studies if we are to better engage with each other civilly and improve our world at large. We must also be aware of our impact on our extended communities and act in a way that benefits all. While these issues matter to me and many other students from identity-based, social justice, and political groups on campus, there are other positions important to students that I do not know how to voice. These voices must be heard for the selection committee to best represent all student interests. Additionally, the student council of Columbia College will be submitting a resolution that gives minimum expectations to the incoming dean like meeting regularly with students, attending campus events, maintaining transparency, and fighting for students' rights. This year we noticed a sloppy transition process that, despite Dean James Valentini's good faith, will be utterly unacceptable in the incoming year. Students must hold the incoming dean accountable for meeting basic requirements while taking the initiative to improve undergraduate life. The best way to ensure this is by nominating the right candidates. So again I urge you, it takes 15 minutes to write a letter explaining who you would like to be dean and what qualities they hold that makes them fit to lead our school for the years to come. In these 15 minutes you might be providing the support a faculty member needs to be chosen out of the pool of applicants the committee will be reviewing. Whether you will be graduating this year or not, or even if you have already graduated, take the time to think about what this school needs and who can help make the positive change that you are looking for. Then send an email to nominations@columbia.edu. The author is a Columbia College junior majoring in political science and comparative ethnic studies. He is a CCSC representative for the class 0f2013."
52,Global Core,OPINION,13 April 2012,PAGE 4Meaning behind the Matzo Jessica Hills examines the Passover Seder's contemporary significance. Intercultural Core Professor Rachel Chung on the role of the Global Core in a global world.
